1,1,2,0,595,,
2,1,27,0,595,595,
3,1,18,0,727,,
4,1,5,0,727,1,
5,1,23,0,508,1,
6,1,23,0,727,1,
7,1,19,0,809,595,
8,1,2,0,809,,
9,1,19,0,595,809,
10,1,23,0,809,1,
11,1,2,0,516,,
12,1,5,0,508,1,
13,1,2,0,350,,
14,1,18,0,727,,
15,1,18,0,595,,
16,1,18,0,727,,
17,1,18,0,595,,
18,1,19,0,809,595,
19,1,20,0,595,539,
20,1,27,0,605,71,
21,1,5,0,508,1,
22,1,18,0,809,,
23,1,18,0,508,,
24,1,25,0,595,350,
25,1,26,0,350,595,
26,1,23,1,605,1,
27,1,6,0,350,794,
28,1,6,0,595,794,
29,1,18,0,350,,
30,1,15,0,809,34,
31,1,20,0,809,595,
32,1,9,0,595,1,
33,1,5,0,508,1,
34,1,6,0,595,794,
35,1,15,0,595,1,794
36,1,9,0,595,1,
37,1,22,0,595,,
38,2,18,0,20,,
39,2,18,0,20,,
40,2,9,0,595,1,
41,2,18,0,20,,
42,2,18,0,163,,
43,2,18,0,19,,
44,2,15,0,595,1,19
45,3,18,0,163,,
46,4,19,0,755,595,
47,4,15,0,595,2,
48,4,18,0,530,,
49,4,18,0,344,,
50,4,18,0,41,,
51,5,19,1,755,467,
52,5,15,0,595,2,
53,5,18,0,530,,
54,5,18,0,755,,
55,5,18,0,163,,
56,5,9,0,595,1,
57,6,19,0,755,595,
58,6,19,0,163,755,
59,6,19,0,163,595,
60,6,15,0,755,37,
61,6,9,0,755,2,
62,6,15,0,595,3,530
63,6,15,0,595,1,344
64,8,19,0,755,595,
65,8,19,0,755,595,
66,8,15,0,595,2,
67,8,19,0,755,595,
68,8,18,0,116,,
69,9,18,0,116,,
70,9,19,0,629,595,
71,9,19,0,629,595,
72,9,18,0,116,,
73,9,20,0,629,595,
74,10,23,0,116,1,
75,10,23,0,629,1,
76,10,19,0,629,595,
77,10,23,0,115,1,
78,10,18,0,595,,
79,10,15,0,755,37,
80,11,18,0,116,,
81,11,15,0,115,4,755
82,11,15,0,755,37,
83,11,18,0,115,,
84,12,19,0,755,595,
85,12,18,0,103,,
86,13,15,0,595,5,730
87,13,20,0,595,629,
88,13,19,0,629,595,
89,14,19,0,629,595,
90,15,19,0,629,595,
91,15,18,0,115,,
92,15,18,0,116,,
93,15,15,0,595,6,116
94,15,18,0,115,,
95,15,18,0,116,,
96,15,19,0,629,595,
97,16,19,0,629,595,
98,16,15,0,123,7,755
99,16,15,0,123,8,755
100,16,9,0,755,2,
101,16,15,0,755,37,
102,17,15,0,123,9,755
103,17,15,0,123,10,
104,17,15,0,123,11,
105,17,15,0,123,12,755
106,17,15,0,115,13,755
107,17,15,0,755,14,123
108,17,9,0,595,1,
109,18,15,0,115,15,595
110,18,15,0,595,1,115
111,18,15,0,115,16,
112,18,15,0,595,17,115
113,18,15,0,115,18,595
114,18,15,0,115,16,
115,19,10,1,826,115,
116,19,10,1,826,809,
117,19,23,0,809,1,
118,19,23,0,749,1,
119,19,18,1,115,,
120,19,19,1,115,809,
121,19,18,1,115,,
122,20,22,0,595,,
123,20,20,0,629,115,
124,20,15,0,115,19,629
125,20,19,0,115,595,
126,20,15,0,595,20,115
127,21,18,0,116,,
128,21,19,0,629,595,
129,21,19,0,629,595,
130,21,19,0,629,595,
131,22,18,0,595,,
132,22,19,0,629,595,
133,22,19,0,629,595,
134,22,19,0,278,595,
135,22,18,1,278,,
136,22,19,0,629,595,
137,23,14,0,916,,
138,23,18,0,916,,
139,23,14,0,916,,
140,23,19,0,916,917,
141,23,14,0,916,,
142,23,18,0,916,,
143,23,19,0,916,595,
144,23,14,0,916,,
145,23,5,0,595,1,
146,23,23,0,755,1,
147,23,19,0,916,595,
148,23,19,0,916,861,
149,24,23,0,861,2,
150,24,19,0,629,917,
151,24,19,0,629,755,
152,24,18,0,916,,
153,24,14,0,916,,
154,24,14,0,916,,
155,25,18,0,916,,
156,25,18,0,916,,
157,25,18,0,595,,
158,25,5,1,508,1,
159,25,23,1,727,1,
160,26,18,0,916,,
161,26,18,0,916,,
162,26,18,0,916,,
163,27,18,0,916,,
164,27,14,0,916,,
165,28,14,0,916,,
166,28,19,0,916,595,
167,28,19,0,916,755,
168,28,19,0,916,629,
169,28,19,0,595,916,
170,28,19,0,755,916,
171,28,19,0,629,916,
172,28,18,0,595,,
173,29,14,0,916,,
174,29,14,0,916,,
175,29,15,0,916,21,80
176,29,19,0,916,629,
177,29,19,0,916,629,
178,30,19,0,755,595,
179,30,19,0,755,595,
180,30,15,0,595,22,80
181,31,19,0,805,396,
182,31,19,0,805,396,
183,32,15,0,113,23,755
184,32,15,0,113,24,755
185,32,15,0,805,25,755
186,32,15,0,916,21,755
187,33,15,0,477,26,
188,33,15,0,755,37,
189,33,15,0,755,27,113
190,33,15,0,755,27,805
191,33,18,0,80,,
192,34,18,0,80,,
193,34,19,0,595,629,
194,34,18,0,80,,
195,34,15,0,595,1,477
196,35,18,0,916,,
197,35,18,0,648,,
198,35,18,0,876,,
199,35,18,0,698,,
200,35,18,0,80,,
201,35,15,0,113,23,755
202,35,18,0,648,,
203,35,18,0,876,,
204,35,18,0,698,,
205,35,15,0,916,21,396
206,36,18,0,648,,
207,36,18,0,876,,
208,36,18,0,698,,
209,36,15,0,755,37,
210,36,15,0,595,28,477
211,36,7,0,755,,
212,37,15,0,595,3,477
213,37,15,0,595,1,477
214,37,15,0,477,26,
215,37,18,0,80,,
216,37,18,0,80,,
217,38,18,0,80,,
218,38,15,0,477,26,
219,38,18,0,80,,
220,38,15,0,477,29,80
221,38,18,0,80,,
222,39,15,0,477,29,595
223,39,15,0,916,30,396
224,39,15,0,595,31,477
225,40,18,0,80,,
226,40,9,0,595,1,
227,40,18,0,80,,
228,40,18,1,916,,
229,40,14,0,916,,
230,41,23,0,595,1,
231,41,23,0,755,1,
232,41,23,0,629,1,
233,41,23,0,916,1,
234,41,14,0,648,,
235,41,14,0,876,,
236,41,14,0,698,,
237,42,18,0,916,,
238,42,10,0,595,916,
239,42,10,0,755,916,
240,42,18,0,916,,
241,42,18,0,595,,
242,42,18,0,916,,
243,42,19,0,629,595,
244,42,19,0,629,410,
245,42,19,0,629,965,
246,42,18,0,410,,
247,43,18,0,595,,
248,43,18,0,916,,
249,43,18,0,595,,
250,43,18,0,916,,
251,43,18,0,629,,
252,43,18,0,595,,
253,43,18,0,916,,
254,43,15,0,595,6,
255,43,18,0,410,,
256,43,18,0,965,,
257,43,18,0,916,,
258,43,18,0,272,,
259,44,19,0,681,778,
260,45,19,0,49,595,
261,45,19,0,49,595,
262,45,19,0,49,595,
263,45,19,0,49,595,
264,45,8,0,778,629,
265,46,19,0,778,595,
266,46,19,0,916,629,
267,47,15,0,681,32,214
268,47,15,0,214,51,49
269,48,9,0,595,1,
270,48,19,0,916,299,
271,48,19,0,681,299,
272,49,18,0,49,,
273,49,18,0,595,,
274,49,18,0,916,,
275,49,18,0,681,,
276,49,18,0,214,,
277,49,18,0,215,,
278,49,20,1,629,965,
279,49,20,1,629,410,
280,49,18,0,595,,
281,49,18,0,916,,
282,49,18,0,755,,
283,50,8,1,965,629,
284,50,8,1,410,629,
285,50,9,0,755,2,
286,50,12,0,755,bandana,
287,50,15,0,755,37,
288,51,15,0,755,14,227
289,51,15,0,755,27,227
290,51,15,0,755,33,227
291,52,18,0,595,,
292,52,18,0,916,,
293,52,18,0,965,,
294,52,18,0,410,,
295,52,18,0,215,,
296,52,9,0,595,1,
297,53,15,0,595,2,
298,53,18,0,215,,
299,53,15,0,595,38,215
300,53,18,0,596,,
301,53,20,0,595,214,
302,53,18,0,595,,
303,53,18,0,215,,
304,53,18,0,595,,
305,53,18,0,681,,
306,54,19,0,681,778,
307,54,15,0,684,44,681
308,54,15,0,684,44,133
309,54,18,0,215,,
310,54,15,0,778,39,215
311,54,15,0,214,52,595
312,55,15,0,684,41,595
313,55,15,0,684,41,778
314,55,18,0,215,,
315,55,15,0,684,42,778
316,55,18,0,215,,
317,55,15,0,595,20,
318,56,15,0,684,43,778
319,56,15,0,684,45,778
320,56,15,0,684,47,778
321,56,15,0,684,46,778
322,56,9,1,778,3,
323,57,9,1,778,3,
324,59,15,0,684,47,778
325,59,15,0,595,48,
326,59,18,0,215,,
327,59,19,0,681,595,
328,59,18,0,684,,
329,59,18,0,681,,
330,60,18,0,681,,
331,60,9,0,595,1,
332,60,18,0,215,,
333,60,2,0,674,,
334,60,18,0,215,,
335,60,15,0,214,53,595
336,60,18,0,49,,
337,60,19,0,778,595,
338,60,9,0,595,1,
339,61,18,0,49,,
340,61,18,0,215,,
341,61,15,0,214,54,595
342,61,15,0,214,55,595
343,61,20,0,595,214,
344,61,18,0,215,,
345,61,18,0,215,,
346,62,15,0,214,55,595
347,62,15,0,214,55,595
348,62,15,0,214,56,
349,62,18,0,215,,
350,62,18,0,215,,
351,62,18,0,595,,
352,63,18,0,215,,
353,63,15,0,214,54,595
354,63,15,0,214,55,595
355,63,15,0,214,57,
356,63,18,0,49,,
357,63,15,0,595,62,214
358,63,18,0,215,,
359,63,18,0,49,,
360,63,18,0,215,,
361,63,18,0,681,,
362,63,18,0,133,,
363,64,18,0,215,,
364,64,15,0,214,58,595
365,64,18,0,215,,
366,64,15,0,214,58,595
367,64,18,0,49,,
368,64,15,0,214,58,595
369,64,15,0,214,58,595
370,64,15,0,214,58,595
371,64,15,0,214,58,595
372,64,15,0,214,58,595
373,64,15,0,214,58,595
374,64,18,0,214,,
375,65,18,0,215,,
376,65,18,0,49,,
377,65,20,0,595,214,
378,65,15,0,214,58,595
379,65,15,0,595,22,214
380,65,15,0,595,62,214
381,65,15,0,214,58,595
382,65,15,0,214,54,595
383,65,18,0,49,,
384,65,15,0,595,20,214
385,65,15,0,595,20,214
386,66,18,0,215,,
387,66,15,0,214,60,595
388,66,15,0,595,66,214
389,66,18,0,215,,
390,66,18,0,681,,
391,66,18,0,133,,
392,66,19,0,681,299,
393,67,19,0,681,778,
394,67,19,0,133,778,
395,67,19,0,778,595,
396,67,19,0,681,49,
397,67,14,0,49,,
398,67,14,0,133,,
399,67,14,0,681,,
400,67,14,0,974,,
401,68,18,0,49,,
402,68,19,0,681,778,
403,69,18,0,595,,
404,69,19,0,965,595,
405,69,19,0,778,595,
406,70,19,0,410,755,
407,70,19,0,916,755,
408,70,18,0,410,,
409,70,18,0,916,,
410,70,18,0,916,,
411,70,19,0,755,916,
412,70,19,0,755,410,
413,70,18,0,916,,
414,70,18,0,410,,
415,70,18,0,916,,
416,70,14,0,916,,
417,70,18,0,916,,
418,70,19,0,916,652,
419,70,19,0,916,142,
420,70,10,0,652,916,
421,70,18,0,916,,
422,70,18,0,916,,
423,70,18,0,916,,
424,71,18,0,916,,
425,71,18,0,916,,
426,71,22,0,916,,
427,71,18,0,916,,
428,71,18,0,916,,
429,72,18,0,916,,
430,72,18,0,916,,
431,72,15,0,916,30,32
432,72,18,0,33,,
433,72,14,0,916,,
434,72,18,0,916,,
435,72,18,0,916,,
436,72,15,0,916,130,33
437,73,18,0,965,,
438,73,2,0,587,,
439,73,15,0,595,1,587
440,73,18,0,965,,
441,73,19,0,778,965,
442,73,19,0,778,595,
443,73,10,0,778,965,
444,73,10,0,778,595,
445,73,19,0,965,778,
446,73,15,0,778,260,587
447,73,18,0,965,,
448,73,18,0,595,,
449,74,14,0,916,,
450,74,18,0,340,,
451,74,22,0,340,,
452,74,19,0,150,340,
453,74,19,0,479,340,
454,74,19,0,33,340,
455,74,15,0,916,131,
456,75,19,0,755,595,
457,75,2,0,150,,
458,75,2,0,479,,
459,75,15,0,150,320,530
460,75,15,0,150,320,709
461,76,8,0,778,629,
462,76,19,0,778,755,
463,76,18,0,595,,
464,76,18,0,916,,
465,76,8,0,778,652,
466,77,19,0,916,755,
467,77,2,1,294,,
468,77,2,1,629,,
469,77,2,1,70,,
470,77,19,1,294,629,
471,77,19,1,916,70,
472,77,2,1,652,,
473,77,10,1,70,629,
474,77,10,1,70,652,
475,77,9,1,629,4,
476,77,19,1,70,629,
477,79,19,1,294,629,
478,80,10,0,652,778,
479,82,18,0,33,,
480,82,25,0,595,32,
481,82,18,0,33,,
482,82,26,0,755,33,
483,82,18,0,916,,
484,82,18,0,916,,
485,82,18,0,916,,
486,82,15,0,595,67,587
487,82,15,0,595,67,33
488,83,15,0,340,327,
489,83,15,0,340,328,595
490,83,18,0,916,,
491,83,18,0,916,,
492,83,15,0,916,132,150
493,83,15,0,595,1,32
494,84,15,0,340,327,
495,84,26,0,778,479,
496,84,15,0,340,329,
497,84,15,0,340,330,
498,84,10,0,294,410,
499,84,10,0,294,965,
500,84,15,0,340,331,
501,84,15,0,479,333,778
502,84,15,0,340,332,
503,85,12,0,755,bandana,
504,85,19,0,410,755,
505,85,19,0,965,755,
506,85,15,0,340,323,755
507,85,15,0,755,37,
508,85,15,0,755,196,340
509,85,18,0,410,,
510,85,18,0,965,,
511,85,18,0,166,,
512,85,15,0,340,324,
513,85,15,0,340,325,755
514,85,15,0,340,326,
515,85,18,0,965,,
516,85,15,0,340,324,
517,85,15,0,340,325,755
518,85,15,0,755,14,340
519,85,18,0,340,,
520,85,15,0,340,331,755
521,85,15,0,755,197,340
522,85,18,0,410,,
523,85,18,0,965,,
524,85,26,0,778,479,
525,86,15,0,479,334,778
526,86,15,0,479,335,778
527,86,26,0,778,479,
528,86,15,0,479,336,778
529,86,15,0,479,337,778
530,86,15,0,479,338,778
531,86,15,0,479,339,778
532,86,15,0,479,340,778
533,86,15,0,778,259,479
534,86,15,0,778,261,479
535,86,15,0,778,263,479
536,86,15,0,778,290,479
537,86,15,0,778,265,479
538,86,15,0,778,267,479
539,86,15,0,479,341,778
540,86,15,0,778,268,479
541,87,18,0,965,,
542,87,18,0,410,,
543,87,15,0,150,320,916
544,87,15,0,916,138,
545,87,14,0,916,,
546,87,15,0,916,132,150
547,87,25,0,150,916,
548,87,15,0,916,142,150
549,87,15,0,916,139,150
550,87,15,0,916,21,150
551,87,15,0,150,321,916
552,87,18,0,916,,
553,87,15,0,150,322,916
554,87,9,0,916,5,
555,87,15,0,916,132,150
556,88,15,0,916,142,150
557,88,15,0,916,142,150
558,88,15,0,916,142,150
559,88,15,0,916,142,150
560,88,15,0,916,139,150
561,88,15,0,916,142,150
562,88,15,0,32,342,755
563,88,15,0,32,342,778
564,88,15,0,778,266,32
565,88,15,0,32,342,755
566,88,15,0,755,37,
567,88,15,0,916,130,32
568,89,15,0,916,139,32
569,89,19,0,629,916,
570,89,18,0,916,,
571,89,14,0,916,,
572,89,15,0,340,331,652
573,89,15,0,595,31,32
574,89,15,0,595,3,32
575,89,15,0,595,62,32
576,89,15,0,595,22,32
577,89,18,0,166,,
578,89,18,0,410,,
579,89,18,0,965,,
580,90,18,0,965,,
581,90,18,0,916,,
582,90,18,0,410,,
583,90,18,0,965,,
584,90,25,0,595,32,
585,90,15,0,32,344,595
586,90,18,0,595,,
587,90,15,0,32,344,33
588,91,15,0,32,344,595
589,91,26,0,595,32,
590,91,18,0,166,,
591,91,18,0,410,,
592,91,18,0,965,,
593,91,15,0,32,344,595
594,91,15,0,595,349,32
595,91,15,0,32,347,595
596,91,18,0,410,,
597,91,18,0,965,,
598,91,15,0,32,343,595
599,91,18,0,916,,
600,91,18,0,410,,
601,91,18,0,965,,
602,91,18,0,166,,
603,91,15,0,32,343,595
604,91,15,0,32,343,595
605,92,15,0,595,68,
606,92,15,0,32,343,595
607,92,18,0,965,,
608,92,15,0,32,343,595
609,92,15,0,32,343,595
610,92,15,0,595,69,
611,92,15,0,595,28,32
612,92,18,0,916,,
613,92,18,0,410,,
614,92,18,0,965,,
615,92,18,0,595,,
616,92,15,0,32,346,595
617,92,15,0,32,346,595
618,92,18,0,410,,
619,92,18,0,965,,
620,93,18,0,916,,
621,93,15,0,32,347,595
622,93,15,0,32,345,595
623,93,15,0,595,48,32
624,93,18,0,629,,
625,93,18,0,965,,
626,93,18,0,410,,
627,93,18,0,166,,
628,93,18,0,916,,
629,93,18,0,652,,
630,93,18,0,294,,
631,93,3,0,595,Arlong Park,
632,94,18,0,916,,
633,94,20,0,629,294,
634,94,2,0,201,,
635,94,2,0,201,,
636,95,23,0,166,1,
637,95,5,0,166,1,
638,95,5,0,595,1,
639,95,5,0,595,1,
640,95,5,0,595,1,
641,95,5,0,595,1,
642,95,5,0,595,1,
643,95,5,0,595,1,
644,95,5,0,595,1,
645,95,23,0,755,1,
646,95,19,0,294,595,
647,95,23,0,294,1,
648,95,19,0,778,595,
649,95,19,0,294,629,
650,95,19,0,652,629,
651,95,19,0,166,629,
652,95,19,0,965,629,
653,95,19,0,410,629,
654,95,19,0,628,629,
655,96,8,0,778,629,
656,96,18,0,916,,
657,96,18,0,595,,
658,96,2,0,107,,
659,96,21,0,530,,
660,96,5,0,508,1,
661,96,2,0,809,,
662,96,19,0,539,274,
663,97,2,0,383,,
664,97,18,0,383,,
665,97,18,0,383,,
666,97,19,0,383,881,
667,97,8,0,778,502,
668,98,18,0,755,,
669,98,18,0,916,,
670,98,2,0,19,,
671,98,8,0,502,19,
672,98,19,0,503,503,
673,98,2,0,115,,
674,98,2,0,116,,
675,98,19,0,115,595,
676,98,2,0,123,,
677,98,18,0,595,,
678,98,2,0,834,,
679,98,18,0,502,,
680,98,2,0,881,,
681,98,19,0,834,881,
682,98,19,0,916,778,
683,98,18,0,916,,
684,98,18,0,755,,
685,99,19,0,115,595,
686,99,19,0,595,115,
687,99,19,0,115,595,
688,99,2,0,586,,
689,99,2,0,730,,
690,99,19,0,115,595,
691,99,9,0,595,1,
692,99,26,0,778,116,
693,99,27,0,755,116,
694,99,19,0,916,629,
695,99,18,0,502,,
696,99,18,0,123,,
697,99,18,0,116,,
698,99,18,0,19,,
699,99,2,0,674,,
700,100,19,0,115,116,
701,100,15,0,115,125,
702,100,15,0,19,350,
703,100,15,0,834,353,19
704,100,15,0,834,353,115
705,100,15,0,834,353,123
706,100,15,0,834,353,116
707,100,15,0,834,352,
708,100,18,0,730,,
709,100,18,0,916,,
710,100,15,0,916,133,
711,100,8,0,778,881,
712,100,19,0,778,755,
713,100,19,0,778,755,
714,100,19,0,755,881,
715,100,19,0,881,755,
716,100,15,0,834,353,595
717,100,26,0,778,834,
718,100,15,0,834,354,778
719,100,15,0,595,1,834
720,100,2,0,593,,
721,100,9,0,778,3,
722,100,9,0,595,1,
723,100,9,0,755,2,
724,100,9,0,629,4,
725,100,9,0,916,5,
726,101,10,0,629,595,
727,101,8,0,778,629,
728,101,19,0,629,595,
729,101,19,0,629,916,
730,101,19,0,629,755,
731,101,6,0,595,794,
732,101,6,0,755,794,
733,101,6,0,629,794,
734,101,6,0,916,794,
735,101,6,0,778,794,
736,101,18,0,778,,
737,101,18,0,916,,
738,101,18,0,755,,
739,101,18,0,595,,
740,101,8,0,778,629,
741,101,18,0,916,,
742,101,18,0,595,,
743,101,15,0,595,6,
744,102,18,0,595,,
745,102,15,0,595,1,485
746,102,19,0,916,595,
747,102,19,0,778,595,
748,102,19,0,755,595,
749,102,10,0,755,595,
750,102,10,0,916,595,
751,102,25,0,595,485,
752,102,18,0,916,,
753,102,18,0,629,,
754,102,18,0,916,,
755,103,2,0,182,,
756,103,19,0,778,182,
757,103,19,0,778,182,
758,103,19,0,755,182,
759,103,19,0,916,182,
760,103,2,0,619,,
761,103,2,0,634,,
762,103,18,0,595,,
763,103,18,0,619,,
764,103,18,0,634,,
765,103,10,0,595,619,
766,103,10,0,595,634,
767,104,8,0,778,634,
768,104,15,0,595,70,485
769,104,19,0,778,595,
770,104,19,0,629,595,
771,104,19,0,755,595,
772,105,19,0,916,629,
773,105,8,0,778,629,
774,105,19,0,629,916,
775,105,19,0,629,778,
776,105,10,0,629,595,
777,105,19,0,778,595,
778,105,18,0,916,,
779,105,18,0,916,,
780,105,2,0,614,,
781,105,2,0,566,,
782,105,8,0,778,634,
783,105,14,0,619,,
784,106,15,0,595,359,918
785,106,26,0,916,596,
786,106,19,0,916,595,
787,106,19,0,595,916,
788,106,8,0,778,629,
789,106,19,0,629,619,
790,106,19,0,629,634,
